2034,0
2097,20
2155,40
2210,60
2267,80
2321,100
2378,120
2431,140
2486,160
2540,180
2594,200
2648,220
2703,240
2756,260
2810,280
2865,300
2920,320
2975,340
3029,360
3086,380
3142,400
3198,420
3255,440
3270,445
