0,0
20,732
40,3720
60,6697
80,9688
100,12636
120,15503
140,18098
160,20935
180,23750
200,26537
220,29358
240,32143
260,34973
280,37774
300,40572
320,43063
340,45864
360,48802
380,51719
400,54587
420,57468
440,60539
456,62867
